composer,era
John La Montaine,20th century classical
Kurt Leimer,20th century classical
John Lessard,20th century classical
Aleksandr Lokshin,20th century classical
Bruno Maderna,20th century classical
Satyricon,20th century classical
Avant-garde,20th century classical
Electronic music,20th century classical
Robert Moevs,20th century classical
Jean Perrin,20th century classical
Marco Rizo,20th century classical
Armin Schibler,20th century classical
Harold Shapero,20th century classical
Heikki Suolahti,20th century classical
Robert Turner,20th century classical
John Vallier,20th century classical
Zbyněk Vostřák,20th century classical
Douglas Allanbrook,20th century classical
Chaya Arbel,20th century classical
Malcolm Arnold,20th century classical
Arno Babajanian,20th century classical
Seymour Barab,20th century classical
Jack Beeson,20th century classical
William Bergsma,20th century classical
Dennis Berry,20th century classical
Marcel Bitsch,20th century classical
Laci Boldemann,20th century classical
Jarmil Burghauser,20th century classical
Adrienne Clostre,20th century classical
Jeanne Demessieux,20th century classical
Andrzej Dobrowolski,20th century classical
Johannes Driessler,20th century classical
Halim El-Dabh,20th century classical
Hans Ulrich Engelmann,20th century classical
Oscar Feltsman,20th century classical
Fritz Geißler,20th century classical
Ruth Gipps,20th century classical
Nazife Güran,20th century classical
Antony Hopkins,20th century classical
Karel Husa,20th century classical
Music for Prague 1968,20th century classical
Andrew Imbrie,20th century classical
Yoshirō Irino,20th century classical
Kan Ishii,20th century classical
Božidar Kantušer,20th century classical
Joonas Kokkonen,20th century classical
Mustafa Krantja,20th century classical
Robert Kurka,20th century classical
Ingvar Lidholm,20th century classical
Edward Salim Michael,20th century classical
Joseph Hanson Kwabena Nketia,20th century classical
Will Ogdon,20th century classical
Ástor Piazzolla,20th century classical
Ariel Ramírez,20th century classical
Primož Ramovš,20th century classical
Alfred Reed,20th century classical
Ralph Shapey,20th century classical
Robert Simpson,20th century classical
Leo Smit,20th century classical
Vladimír Sommer,20th century classical
Jan Tausinger,20th century classical
İlhan Usmanbaş,20th century classical
Peter Wishart,20th century classical
Rosalina Abejo,20th century classical
Fikret Amirov,20th century classical
Raffaello de Banfield,20th century classical
Sadao Bekku,20th century classical
Antonio Bibalo,20th century classical
John Boda,20th century classical
Gérard Calvi,20th century classical
Doreen Carwithen,20th century classical
Alessandro Casagrande,20th century classical
Đỗ Nhuận,20th century classical
Tom Eastwood,20th century classical
Lukas Foss,20th century classical
Griffelkin,20th century classical
Wim Franken,20th century classical
German Galynin,20th century classical
Odette Gartenlaub,20th century classical
Stefans Grové,20th century classical
Iain Hamilton,20th century classical
Michael Howard,20th century classical
Ilja Hurník,20th century classical
David N. Johnson,20th century classical
Kelsey Jones,20th century classical
Leo Kraft,20th century classical
Otmar Mácha,20th century classical
Ester Mägi,20th century classical
Tale Ognenovski,20th century classical
Allen Sapp,20th century classical
Kazimierz Serocki,20th century classical
Attia Sharara,20th century classical
Francis Thorne,20th century classical
Leif Thybo,20th century classical
George Walker,20th century classical
Felix Werder,20th century classical
Raymond Wilding-White,20th century classical
James Wilson,20th century classical
Iannis Xenakis,20th century classical
Zhu Jian'er,20th century classical
Doris Akers,20th century classical
Warren Barker,20th century classical
Leslie Bassett,20th century classical
Jocelyne Binet,20th century classical
Jan Boerman,20th century classical
Teresa Borràs i Fornell,20th century classical
James Clifford Brown,20th century classical
Arthur Butterworth,20th century classical
Jean Catoire,20th century classical
Chou Wen-chung,20th century classical
Radim Drejsl,20th century classical
Madeleine Dring,20th century classical
Asankhan Dzhumakhmatov,20th century classical
Karel Goeyvaerts,20th century classical
Simeon ten Holt,20th century classical
Canto Ostinato,20th century classical
Jiří Hudec,20th century classical
Jean Eichelberger Ivey,20th century classical
Rune Lindblad,20th century classical
György Ligeti,20th century classical
Atmosphères,20th century classical
Musica ricercata,20th century classical
Lux Aeterna,20th century classical
Avant-garde,20th century classical
Micropolyphony,20th century classical
Polystylism,20th century classical
Ursula Mamlok,20th century classical
Peter Mennin,20th century classical
Vasilije Mokranjac,20th century classical
Rexho Mulliqi,20th century classical
Daniel Pinkham,20th century classical
Mel Powell,20th century classical
Stefan Remenkov,20th century classical
Elena Romero,20th century classical
Ned Rorem,20th century classical
Triphon Silyanovski,20th century classical
Donald Swann,20th century classical
Lester Trimble,20th century classical
Ludmila Ulehla,20th century classical
Gerhard Wimberger,20th century classical
Friedrich Zehm,20th century classical
Claude Abravanel,20th century classical
Leni Alexander,20th century classical
Axel Borup-Jørgensen,20th century classical
Altamiro Carrilho,20th century classical
Pierre Cochereau,20th century classical
Jeanne Colin-De Clerck,20th century classical
Ikuma Dan,20th century classical
Atonality,20th century classical
Stephen Dodgson,20th century classical
Heimo Erbse,20th century classical
Arthur Frackenpohl,20th century classical
Lejaren Hiller,20th century classical
Stanley Hollingsworth,20th century classical
Egil Hovland,20th century classical
Klaus Huber,20th century classical
Maurice Jarre,20th century classical
Lockrem Johnson,20th century classical
Milko Kelemen,20th century classical
Ezra Laderman,20th century classical
Yehoshua Lakner,20th century classical
Benjamin Lees,20th century classical
Riichiro Manabe,20th century classical
Franco Mannino,20th century classical
Angela Morley,20th century classical
Krystyna Moszumańska-Nazar,20th century classical
Serge Nigg,20th century classical
Luigi Nono,20th century classical
Il canto sospeso,20th century classical
Intolleranza 1960,20th century classical
Prometeo,20th century classical
Avant-garde,20th century classical
Gladys Nordenstrom,20th century classical
Mikhaïl Nossyrev,20th century classical
Julia Perry,20th century classical
Joly Braga Santos,20th century classical
Ruth Schönthal,20th century classical
Jitka Snížková,20th century classical
Robert Starer,20th century classical
Otar Taktakishvili,20th century classical
Ernest Tomlinson,20th century classical
Georgi Tutev,20th century classical
Yasushi Akutagawa,20th century classical
Atonality,20th century classical
Jurriaan Andriessen,20th century classical
Louis Barron,20th century classical
Electronic music,20th century classical
Veniamin Basner,20th century classical
Robert Beadell,20th century classical
Gustavo Becerra-Schmidt,20th century classical
Cathy Berberian,20th century classical
Avant-garde,20th century classical
Luciano Berio,20th century classical
Sequenza,20th century classical
Avant-garde,20th century classical
Polystylism,20th century classical
Edith Borroff,20th century classical
André Boucourechliev,20th century classical
Pierre Boulez,20th century classical
Le marteau sans maître,20th century classical
…explosante-fixe…,20th century classical
Répons,20th century classical
Avant-garde,20th century classical
Serialism,20th century classical
Aleatoric music,20th century classical
Polystylism,20th century classical
Tristram Cary,20th century classical
Charles Chaynes,20th century classical
Aldo Clementi,20th century classical
Andrei Eshpai,20th century classical
Cromwell Everson,20th century classical
Jindřich Feld,20th century classical
Eloy Fominaya,20th century classical
Fernando González Casellas,20th century classical
Ron Goodwin,20th century classical
Clytus Gottwald,20th century classical
Manos Hatzidakis,20th century classical
Svatopluk Havelka,20th century classical
Bertold Hummel,20th century classical
Ginette Keller,20th century classical
Giselher Klebe,20th century classical
Gerard Kockelmans,20th century classical
Włodzimierz Kotoński,20th century classical
Frank Lewin,20th century classical
Teo Macero,20th century classical
Microtonal music,20th century classical
Kiril Makedonski,20th century classical
Ivo Malec,20th century classical
Kirke Mechem,20th century classical
Tartuffe,20th century classical
Miroslav Miletić,20th century classical
Julián Orbón,20th century classical
Michel Philippot,20th century classical
Hans-Hubert Schönzeler,20th century classical
Gunther Schuller,20th century classical
Third Stream,20th century classical
Vladimir Shainsky,20th century classical
Hale Smith,20th century classical
Claudio Spies,20th century classical
Ernie Stires,20th century classical
Boris Tchaikovsky,20th century classical
Mikis Theodorakis,20th century classical
Zorba the Greek,20th century classical
Serpico,20th century classical
Sulkhan Tsintsadze,20th century classical
Vladimir Vavilov,20th century classical
Paul W. Whear,20th century classical
Sergei Agababov,20th century classical
Herbert H. Ágústsson,20th century classical
Garbis Aprikian,20th century classical
Rodolfo Arízaga,20th century classical
John Bevan Baker,20th century classical
Edward Bland,20th century classical
Brian Bonsor,20th century classical
Modesta Bor,20th century classical
Brian Brockless,20th century classical
Earle Brown,20th century classical
